,BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION,CURRENCYID,TRENDCLSPR
0,TQBR,2014-06-09,МГТС-5ао,MGTS,3,19499.9,490.0,485.0,490.0,489.99,487.5,489.99,40,,470.72,,0.0,522498.7,0.0,,3,SUR,1.03
1,TQBR,2014-06-10,МГТС-5ао,MGTS,4,83398.3,489.99,489.99,495.0,490.58,490.58,495.0,170,,472.8,,0.0,557903.0,0.0,,3,SUR,1.02
2,TQBR,2014-06-11,МГТС-5ао,MGTS,2,53949.5,494.95,490.0,494.95,490.0,490.45,490.0,110,,473.12,,0.0,501510.0,0.0,,3,SUR,-1.01
3,TQBR,2014-06-16,МГТС-5ао,MGTS,10,202584.3,467.0,467.0,498.5,498.35,494.11,498.35,410,,486.56,,0.0,540081.8,0.0,,3,SUR,1.7
4,TQBR,2014-06-17,МГТС-5ао,MGTS,2,74990.0,498.5,498.5,520.0,498.35,499.93,520.0,150,,488.15,,0.0,615071.8,0.0,,3,SUR,4.34
5,TQBR,2014-06-18,МГТС-5ао,MGTS,1,5149.9,514.99,514.99,514.99,514.99,514.99,514.99,10,,488.36,,0.0,620221.7,0.0,,3,SUR,-0.96
6,TQBR,2014-06-19,МГТС-5ао,MGTS,3,15599.0,529.9,500.0,530.0,515.0,519.97,530.0,30,,489.09,,0.0,635820.7,0.0,,3,SUR,2.91
7,TQBR,2014-06-20,МГТС-5ао,MGTS,2,10549.0,525.0,525.0,529.9,527.45,527.45,529.9,20,,489.67,,0.0,646369.7,0.0,,3,SUR,-0.02
8,TQBR,2014-06-23,МГТС-5ао,MGTS,4,28080.0,530.0,530.0,628.0,561.6,561.6,628.0,50,,498.47,,0.0,503449.7,0.0,,3,SUR,18.51
9,TQBR,2014-06-24,МГТС-5ао,MGTS,0,0.0,,,,561.6,,,0,,498.47,,0.0,503449.7,0.0,,3,SUR,
10,TQBR,2014-06-25,МГТС-5ао,MGTS,51,779020.3,539.98,499.99,549.98,503.0,505.86,503.0,1540,505.86,505.86,505.86,779020.3,779020.3,779020.3,,3,SUR,-19.9
11,TQBR,2014-06-26,МГТС-5ао,MGTS,4,1689089.9,510.0,510.0,530.0,503.0,510.3,530.0,3310,508.89,510.11,508.89,2468110.2,1729269.9,2468110.2,,3,SUR,5.37
12,TQBR,2014-06-27,МГТС-5ао,MGTS,23,162852.5,385.01,385.01,510.0,509.98,440.14,509.98,370,510.04,510.04,510.04,1774940.4,1774940.4,1774940.4,,3,SUR,-3.78
13,TQBR,2014-06-30,МГТС-5ао,MGTS,0,0.0,,,,509.98,,,0,510.04,510.04,510.04,1774940.4,1774940.4,1774940.4,,3,SUR,
14,TQBR,2014-07-01,МГТС-5ао,MGTS,0,0.0,,,,509.98,,,0,508.76,510.04,508.76,2553960.7,1774940.4,2553960.7,,3,SUR,
15,TQBR,2014-07-02,МГТС-5ао,MGTS,4,91769.4,509.0,509.0,510.0,510.0,509.83,510.0,180,510.03,510.03,510.03,1866709.8,1866709.8,1866709.8,,3,SUR,0.0
16,TQBR,2014-07-03,МГТС-5ао,MGTS,4,29899.6,475.0,475.0,509.99,509.99,498.33,509.99,60,,509.84,,0.0,1896609.4,0.0,,3,SUR,0.0
17,TQBR,2014-07-04,МГТС-5ао,MGTS,0,0.0,,,,509.99,,,0,509.17,509.84,509.17,2703709.7,1896609.4,2703709.7,,3,SUR,
18,TQBR,2014-07-07,МГТС-5ао,MGTS,0,0.0,,,,509.99,,,0,,509.84,,0.0,1896609.4,0.0,,3,SUR,
19,TQBR,2014-07-08,МГТС-5ао,MGTS,0,0.0,,,,509.99,,,0,,509.84,,0.0,1896609.4,0.0,,3,SUR,
20,TQBR,2014-07-09,МГТС-5ао,MGTS,1,24999.5,499.99,499.99,499.99,499.99,499.99,499.99,50,,509.71,,0.0,1921608.9,0.0,,3,SUR,-1.96
21,TQBR,2014-07-10,МГТС-5ао,MGTS,0,0.0,,,,499.99,,,0,,509.71,,0.0,1921608.9,0.0,,3,SUR,
22,TQBR,2014-07-11,МГТС-5ао,MGTS,0,0.0,,,,499.99,,,0,,509.71,,0.0,1921608.9,0.0,,3,SUR,
23,TQBR,2014-07-14,МГТС-5ао,MGTS,1,4680.0,468.0,468.0,468.0,468.0,468.0,468.0,10,,509.6,,0.0,1926288.9,0.0,,3,SUR,-6.4
24,TQBR,2014-07-15,МГТС-5ао,MGTS,0,0.0,,,,468.0,,,0,,509.6,,0.0,1926288.9,0.0,,3,SUR,
25,TQBR,2014-07-16,МГТС-5ао,MGTS,0,0.0,,,,468.0,,,0,,509.6,,0.0,1926288.9,0.0,,3,SUR,
26,TQBR,2014-07-17,МГТС-5ао,MGTS,0,0.0,,,,468.0,,,0,,509.6,,0.0,1926288.9,0.0,,3,SUR,
27,TQBR,2014-07-18,МГТС-5ао,MGTS,0,0.0,,,,468.0,,,0,,509.6,,0.0,1926288.9,0.0,,3,SUR,
28,TQBR,2014-07-21,МГТС-5ао,MGTS,0,0.0,,,,468.0,,,0,,509.6,,0.0,1926288.9,0.0,,3,SUR,
29,TQBR,2014-07-22,МГТС-5ао,MGTS,0,0.0,,,,468.0,,,0,,509.6,,0.0,1926288.9,0.0,,3,SUR,
30,TQBR,2014-07-23,МГТС-5ао,MGTS,1,4571.1,457.11,457.11,457.11,457.11,457.11,457.11,10,,509.46,,0.0,1930860.0,0.0,,3,SUR,-2.33
31,TQBR,2014-07-24,МГТС-5ао,MGTS,1,4500.2,450.02,450.02,450.02,450.02,450.02,450.02,10,,509.31,,0.0,1935360.2,0.0,,3,SUR,-1.55
32,TQBR,2014-07-25,МГТС-5ао,MGTS,0,0.0,,,,450.02,,,0,,509.31,,0.0,1935360.2,0.0,,3,SUR,
33,TQBR,2014-07-28,МГТС-5ао,MGTS,0,0.0,,,,450.02,,,0,,509.31,,0.0,1935360.2,0.0,,3,SUR,
34,TQBR,2014-07-29,МГТС-5ао,MGTS,1,24949.5,498.99,498.99,498.99,498.99,498.99,498.99,50,,509.17,,0.0,1960309.7,0.0,,3,SUR,10.88
35,TQBR,2014-07-30,МГТС-5ао,MGTS,2,9959.0,497.95,497.95,497.95,497.95,497.95,497.95,20,,509.11,,0.0,1970268.7,0.0,,3,SUR,-0.21
36,TQBR,2014-07-31,МГТС-5ао,MGTS,1,4645.0,464.5,464.5,464.5,464.5,464.5,464.5,10,,509.0,,0.0,1974913.7,0.0,,3,SUR,-6.72
37,TQBR,2014-08-01,МГТС-5ао,MGTS,0,0.0,,,,464.5,,,0,,509.0,,0.0,1974913.7,0.0,,3,SUR,
38,TQBR,2014-08-04,МГТС-5ао,MGTS,0,0.0,,,,464.5,,,0,,509.0,,0.0,1974913.7,0.0,,3,SUR,
39,TQBR,2014-08-05,МГТС-5ао,MGTS,0,0.0,,,,464.5,,,0,,509.0,,0.0,1974913.7,0.0,,3,SUR,
40,TQBR,2014-08-06,МГТС-5ао,MGTS,10,225803.7,450.03,430.0,450.03,430.01,434.24,430.0,520,,468.62,,0.0,501427.5,0.0,,3,SUR,-7.43
41,TQBR,2014-08-07,МГТС-5ао,MGTS,0,0.0,,,,430.01,,,0,,468.62,,0.0,501427.5,0.0,,3,SUR,
42,TQBR,2014-08-08,МГТС-5ао,MGTS,0,0.0,,,,430.01,,,0,,468.62,,0.0,501427.5,0.0,,3,SUR,
43,TQBR,2014-08-11,МГТС-5ао,MGTS,0,0.0,,,,430.01,,,0,,468.62,,0.0,501427.5,0.0,,3,SUR,
44,TQBR,2014-08-12,МГТС-5ао,MGTS,2,251400.0,430.0,430.0,450.0,450.0,433.45,450.0,580,,437.93,,0.0,516757.2,0.0,,3,SUR,4.65
45,TQBR,2014-08-13,МГТС-5ао,MGTS,6,159277.1,441.0,441.0,498.92,455.08,455.08,455.08,350,438.95,438.1,438.95,636480.8,582677.5,636480.8,,3,SUR,1.13
46,TQBR,2014-08-14,МГТС-5ао,MGTS,0,0.0,,,,455.08,,,0,438.95,438.1,438.95,636480.8,582677.5,636480.8,,3,SUR,
47,TQBR,2014-08-15,МГТС-5ао,MGTS,0,0.0,,,,455.08,,,0,438.95,438.1,438.95,636480.8,582677.5,636480.8,,3,SUR,
48,TQBR,2014-08-18,МГТС-5ао,MGTS,6,514438.3,487.92,487.92,490.0,489.98,489.94,489.98,1050,467.23,482.31,467.23,925115.4,655935.5,925115.4,,3,SUR,7.67
49,TQBR,2014-08-19,МГТС-5ао,MGTS,0,0.0,,,,489.98,,,0,481.23,482.31,481.23,673715.4,655935.5,673715.4,,3,SUR,
50,TQBR,2014-08-20,МГТС-5ао,MGTS,0,0.0,,,,489.98,,,0,467.23,482.31,467.23,925115.4,655935.5,925115.4,,3,SUR,
51,TQBR,2014-08-21,МГТС-5ао,MGTS,0,0.0,,,,489.98,,,0,467.23,482.31,467.23,925115.4,655935.5,925115.4,,3,SUR,
52,TQBR,2014-08-22,МГТС-5ао,MGTS,4,49800.0,450.0,450.0,460.0,460.0,452.73,460.0,110,486.41,486.41,486.41,564238.3,564238.3,564238.3,,3,SUR,-6.12
53,TQBR,2014-08-25,МГТС-5ао,MGTS,0,0.0,,,,460.0,,,0,466.47,486.41,466.47,974915.4,564238.3,974915.4,,3,SUR,
54,TQBR,2014-08-26,МГТС-5ао,MGTS,0,0.0,,,,460.0,,,0,479.15,486.41,479.15,723515.4,564238.3,723515.4,,3,SUR,
55,TQBR,2014-08-27,МГТС-5ао,MGTS,0,0.0,,,,460.0,,,0,486.41,486.41,486.41,564238.3,564238.3,564238.3,,3,SUR,
56,TQBR,2014-08-28,МГТС-5ао,MGTS,0,0.0,,,,460.0,,,0,486.41,486.41,486.41,564238.3,564238.3,564238.3,,3,SUR,
57,TQBR,2014-08-29,МГТС-5ао,MGTS,1,176000.0,440.0,440.0,440.0,440.0,440.0,440.0,400,474.51,474.43,474.51,740238.3,735359.1,740238.3,,3,SUR,-4.35
58,TQBR,2014-09-01,МГТС-5ао,MGTS,0,0.0,,,,440.0,,,0,,474.43,,0.0,735359.1,0.0,,3,SUR,
59,TQBR,2014-09-02,МГТС-5ао,MGTS,0,0.0,,,,440.0,,,0,,474.43,,0.0,735359.1,0.0,,3,SUR,
