,BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION,CURRENCYID,TRENDCLSPR
0,TQBR,2014-06-09,КрасОкт-1п,KROTP,0,0.0,,,,105.0,,,0,,105.39,,0.0,512192.9,0.0,,3,SUR,
1,TQBR,2014-06-10,КрасОкт-1п,KROTP,1,1013.5,101.35,101.35,101.35,101.35,101.35,101.35,10,,105.38,,0.0,513206.4,0.0,,3,SUR,-3.48
2,TQBR,2014-06-11,КрасОкт-1п,KROTP,0,0.0,,,,101.35,,,0,,105.38,,0.0,513206.4,0.0,,3,SUR,
3,TQBR,2014-06-16,КрасОкт-1п,KROTP,9,841347.0,103.87,103.87,103.87,103.87,103.87,103.87,8100,103.87,103.87,103.87,842360.5,842360.5,842360.5,,3,SUR,2.49
4,TQBR,2014-06-17,КрасОкт-1п,KROTP,0,0.0,,,,103.87,,,0,103.87,103.87,103.87,842360.5,842360.5,842360.5,,3,SUR,
5,TQBR,2014-06-18,КрасОкт-1п,KROTP,4,215987.2,103.84,103.84,103.84,103.84,103.84,103.84,2080,103.86,103.86,103.86,1057334.2,776885.2,1057334.2,,3,SUR,-0.03
6,TQBR,2014-06-19,КрасОкт-1п,KROTP,0,0.0,,,,103.84,,,0,103.86,103.86,103.86,1057334.2,776885.2,1057334.2,,3,SUR,
7,TQBR,2014-06-20,КрасОкт-1п,KROTP,0,0.0,,,,103.84,,,0,103.86,103.86,103.86,1057334.2,776885.2,1057334.2,,3,SUR,
8,TQBR,2014-06-23,КрасОкт-1п,KROTP,0,0.0,,,,103.84,,,0,103.86,103.86,103.86,1059397.7,776885.2,1059397.7,,3,SUR,
9,TQBR,2014-06-24,КрасОкт-1п,KROTP,5,341601.3,103.84,103.83,103.84,103.83,103.83,103.83,3290,103.85,103.84,103.85,1399949.0,651071.5,1399949.0,,3,SUR,-0.01
10,TQBR,2014-06-25,КрасОкт-1п,KROTP,4,133071.3,103.77,102.97,103.77,102.97,103.16,102.97,1290,103.79,103.66,103.79,1533020.3,532823.0,1533020.3,,3,SUR,-0.83
11,TQBR,2014-06-26,КрасОкт-1п,KROTP,0,0.0,,,,102.97,,,0,103.79,103.66,103.79,1532006.8,532823.0,1532006.8,,3,SUR,
12,TQBR,2014-06-27,КрасОкт-1п,KROTP,8,130520.0,95.5,95.0,97.0,95.0,95.27,95.0,1370,,101.31,,0.0,506553.5,0.0,,3,SUR,-7.74
13,TQBR,2014-06-30,КрасОкт-1п,KROTP,1,960.0,96.0,96.0,96.0,96.0,96.0,96.0,10,101.7,101.3,101.7,606152.6,507513.5,606152.6,,3,SUR,1.05
14,TQBR,2014-07-01,КрасОкт-1п,KROTP,0,0.0,,,,96.0,,,0,,101.3,,0.0,507513.5,0.0,,3,SUR,
15,TQBR,2014-07-02,КрасОкт-1п,KROTP,0,0.0,,,,96.0,,,0,101.7,101.3,101.7,606152.6,507513.5,606152.6,,3,SUR,
16,TQBR,2014-07-03,КрасОкт-1п,KROTP,0,0.0,,,,96.0,,,0,101.7,101.3,101.7,606152.6,507513.5,606152.6,,3,SUR,
17,TQBR,2014-07-04,КрасОкт-1п,KROTP,1,960.0,96.0,96.0,96.0,96.0,96.0,96.0,10,101.69,101.29,101.69,607112.6,508473.5,607112.6,,3,SUR,0.0
18,TQBR,2014-07-07,КрасОкт-1п,KROTP,8,137085.9,91.01,91.01,96.0,94.39,94.54,94.5,1450,,99.13,,0.0,553150.7,0.0,,3,SUR,-1.56
19,TQBR,2014-07-08,КрасОкт-1п,KROTP,12,77506.3,95.5,92.0,95.5,92.11,92.27,95.5,840,,97.33,,0.0,538248.3,0.0,,3,SUR,1.06
20,TQBR,2014-07-09,КрасОкт-1п,KROTP,15,254343.3,94.25,88.88,94.25,91.0,92.83,91.0,2740,,93.42,,0.0,525955.5,0.0,,3,SUR,-4.71
21,TQBR,2014-07-10,КрасОкт-1п,KROTP,3,103525.0,95.0,93.0,95.0,93.25,93.27,93.0,1110,,93.04,,0.0,502419.6,0.0,,3,SUR,2.2
22,TQBR,2014-07-11,КрасОкт-1п,KROTP,0,0.0,,,,93.25,,,0,,93.04,,0.0,502419.6,0.0,,3,SUR,
23,TQBR,2014-07-14,КрасОкт-1п,KROTP,0,0.0,,,,93.25,,,0,,93.04,,0.0,502419.6,0.0,,3,SUR,
24,TQBR,2014-07-15,КрасОкт-1п,KROTP,1,1760.2,88.01,88.01,88.01,88.01,88.01,88.01,20,,93.02,,0.0,504179.8,0.0,,3,SUR,-5.37
25,TQBR,2014-07-16,КрасОкт-1п,KROTP,1,20900.0,95.0,95.0,95.0,95.0,95.0,95.0,220,93.28,93.08,93.28,596080.7,515679.8,596080.7,,3,SUR,7.94
26,TQBR,2014-07-17,КрасОкт-1п,KROTP,2,101475.0,92.5,92.0,92.5,92.25,92.25,92.0,1100,93.13,92.79,93.13,697555.7,538193.5,697555.7,,3,SUR,-3.16
27,TQBR,2014-07-18,КрасОкт-1п,KROTP,2,100375.0,91.5,91.0,91.5,91.25,91.25,91.0,1100,92.89,92.43,92.89,796970.7,529598.5,796970.7,,3,SUR,-1.09
28,TQBR,2014-07-21,КрасОкт-1п,KROTP,3,4510.3,89.01,89.01,92.0,92.0,90.21,92.0,50,92.53,92.41,92.53,664395.1,534108.8,664395.1,,3,SUR,1.1
29,TQBR,2014-07-22,КрасОкт-1п,KROTP,0,0.0,,,,92.0,,,0,92.57,92.41,92.57,586888.8,534108.8,586888.8,,3,SUR,
30,TQBR,2014-07-23,КрасОкт-1п,KROTP,1,892.0,89.2,89.2,89.2,89.2,89.2,89.2,10,,92.4,,0.0,535000.8,0.0,,3,SUR,-3.04
31,TQBR,2014-07-24,КрасОкт-1п,KROTP,4,98341.6,89.22,89.22,90.5,90.25,90.22,90.0,1090,,91.73,,0.0,510949.1,0.0,,3,SUR,0.9
32,TQBR,2014-07-25,КрасОкт-1п,KROTP,1,8145.0,90.5,90.5,90.5,90.5,90.5,90.5,90,,91.71,,0.0,519094.1,0.0,,3,SUR,0.56
33,TQBR,2014-07-28,КрасОкт-1п,KROTP,0,0.0,,,,90.5,,,0,,91.71,,0.0,519094.1,0.0,,3,SUR,
34,TQBR,2014-07-29,КрасОкт-1п,KROTP,4,5960.0,86.0,85.0,86.0,85.0,85.14,85.0,70,,91.63,,0.0,525054.1,0.0,,3,SUR,-6.08
35,TQBR,2014-07-30,КрасОкт-1п,KROTP,4,17851.1,85.01,85.0,85.01,85.01,85.01,85.0,210,,91.4,,0.0,542905.2,0.0,,3,SUR,0.0
36,TQBR,2014-07-31,КрасОкт-1п,KROTP,2,4450.0,89.0,89.0,89.0,89.0,89.0,89.0,50,,91.41,,0.0,501855.2,0.0,,3,SUR,4.71
37,TQBR,2014-08-01,КрасОкт-1п,KROTP,0,0.0,,,,89.0,,,0,,91.41,,0.0,501855.2,0.0,,3,SUR,
38,TQBR,2014-08-04,КрасОкт-1п,KROTP,0,0.0,,,,89.0,,,0,,91.41,,0.0,501855.2,0.0,,3,SUR,
39,TQBR,2014-08-05,КрасОкт-1п,KROTP,7,19011.0,83.1,82.0,83.1,82.0,82.66,82.0,230,,91.06,,0.0,502666.2,0.0,,3,SUR,-7.87
40,TQBR,2014-08-06,КрасОкт-1п,KROTP,18,98439.7,81.12,76.0,81.12,78.5,77.51,78.5,1270,,88.0,,0.0,533260.9,0.0,,3,SUR,-4.27
41,TQBR,2014-08-07,КрасОкт-1п,KROTP,4,16799.9,79.99,79.99,80.0,80.0,80.0,80.0,210,,87.73,,0.0,550060.8,0.0,,3,SUR,1.91
42,TQBR,2014-08-08,КрасОкт-1п,KROTP,18,159369.8,78.0,75.1,80.98,80.98,76.99,80.98,2070,,82.81,,0.0,534145.4,0.0,,3,SUR,1.23
43,TQBR,2014-08-11,КрасОкт-1п,KROTP,24,179233.2,77.01,75.45,80.0,75.98,75.95,79.99,2360,,77.44,,0.0,500254.7,0.0,,3,SUR,-1.22
