,BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION,CURRENCYID,TRENDCLSPR
0,TQBR,2014-06-09,Куйбазот,KAZT,0,0,,,,99.98,,,0,,92.45,,0,804342,0.0,,3,SUR,
1,TQBR,2014-06-10,Куйбазот,KAZT,0,0,,,,99.98,,,0,,92.45,,0,804342,0.0,,3,SUR,
2,TQBR,2014-06-11,Куйбазот,KAZT,0,0,,,,99.98,,,0,,92.45,,0,804342,0.0,,3,SUR,
3,TQBR,2014-06-16,Куйбазот,KAZT,0,0,,,,99.98,,,0,,92.45,,0,804342,0.0,,3,SUR,
4,TQBR,2014-06-17,Куйбазот,KAZT,0,0,,,,99.98,,,0,,92.45,,0,804342,0.0,,3,SUR,
5,TQBR,2014-06-18,Куйбазот,KAZT,4,68865,86.02,86.01,86.11,86.1,86.08,86.1,800,,91.92,,0,873207,0.0,,3,SUR,-13.88
6,TQBR,2014-06-19,Куйбазот,KAZT,8,231582,88.9,88.9,93.26,92.63,92.63,93.26,2500,,92.07,,0,1104789,0.0,,3,SUR,8.32
7,TQBR,2014-06-20,Куйбазот,KAZT,4,184500,90.0,83.0,90.0,85.91,87.86,90.0,2100,,89.95,,0,503747,0.0,,3,SUR,-3.5
8,TQBR,2014-06-23,Куйбазот,KAZT,4,108130,90.0,83.0,98.3,98.3,90.11,98.3,1200,90.38,90.41,90.38,524212,515322,524212.0,,3,SUR,9.22
9,TQBR,2014-06-24,Куйбазот,KAZT,1,8500,85.0,85.0,85.0,85.0,85.0,85.0,100,89.79,90.36,89.79,601577,506022,601577.0,,3,SUR,-13.53
10,TQBR,2014-06-25,Куйбазот,KAZT,0,0,,,,85.0,,,0,90.29,90.36,90.29,532712,506022,532712.0,,3,SUR,
11,TQBR,2014-06-26,Куйбазот,KAZT,1,9200,92.0,92.0,92.0,92.0,92.0,92.0,100,,90.39,,0,515222,0.0,,3,SUR,8.24
12,TQBR,2014-06-27,Куйбазот,KAZT,0,0,,,,92.0,,,0,89.82,90.39,89.82,610777,515222,610777.0,,3,SUR,
13,TQBR,2014-06-30,Куйбазот,KAZT,0,0,,,,92.0,,,0,89.82,90.39,89.82,610777,515222,610777.0,,3,SUR,
14,TQBR,2014-07-01,Куйбазот,KAZT,0,0,,,,92.0,,,0,89.82,90.39,89.82,610777,515222,610777.0,,3,SUR,
15,TQBR,2014-07-02,Куйбазот,KAZT,0,0,,,,92.0,,,0,90.32,90.39,90.32,541912,515222,541912.0,,3,SUR,
16,TQBR,2014-07-03,Куйбазот,KAZT,1,8613,86.13,86.13,86.13,86.13,86.13,86.13,100,,90.32,,0,523835,0.0,,3,SUR,-6.38
17,TQBR,2014-07-04,Куйбазот,KAZT,2,17316,86.86,86.3,86.86,86.3,86.58,86.3,200,,89.99,,0,503951,0.0,,3,SUR,0.2
18,TQBR,2014-07-07,Куйбазот,KAZT,0,0,,,,86.3,,,0,,89.99,,0,503951,0.0,,3,SUR,
19,TQBR,2014-07-08,Куйбазот,KAZT,0,0,,,,86.3,,,0,,89.99,,0,503951,0.0,,3,SUR,
20,TQBR,2014-07-09,Куйбазот,KAZT,3,25701,86.0,85.01,86.0,86.0,85.67,86.0,300,,89.77,,0,529652,0.0,,3,SUR,-0.35
21,TQBR,2014-07-10,Куйбазот,KAZT,0,0,,,,86.0,,,0,,89.77,,0,529652,0.0,,3,SUR,
22,TQBR,2014-07-11,Куйбазот,KAZT,3,137920,82.15,82.15,91.0,86.2,86.2,85.0,1600,,87.89,,0,518532,0.0,,3,SUR,-1.16
23,TQBR,2014-07-14,Куйбазот,KAZT,2,138320,85.2,85.2,87.7,86.45,86.45,87.7,1600,,87.36,,0,506700,0.0,,3,SUR,3.18
24,TQBR,2014-07-15,Куйбазот,KAZT,0,0,,,,86.45,,,0,,87.36,,0,506700,0.0,,3,SUR,
25,TQBR,2014-07-16,Куйбазот,KAZT,12,479401,91.81,91.81,96.0,96.0,95.88,96.0,5000,,94.75,,0,549561,0.0,,3,SUR,9.46
26,TQBR,2014-07-17,Куйбазот,KAZT,0,0,,,,96.0,,,0,,94.75,,0,549561,0.0,,3,SUR,
